time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-02T16:58:32.040Z,35.799,-117.6241667,10.61,0.54,ml,19,56,0.02736,0.16,ci,ci39036304,2019-09-03T21:53:42.678Z,"20km W of Searles Valley, CA",earthquake,0.23,0.47,0.095,7,reviewed,ci,ci
2019-09-02T16:56:59.540Z,36.0783333,-117.8756667,2.3,0.71,ml,10,193,0.04264,0.09,ci,ci37426565,2019-09-04T17:17:12.001Z,"8km ENE of Coso Junction, CA",earthquake,0.31,0.17,0.151,5,reviewed,ci,ci
2019-09-02T16:56:50.530Z,35.672,-117.52,9.44,0.5,ml,21,53,0.06391,0.16,ci,ci39036296,2019-09-04T17:12:51.509Z,"15km SW of Searles Valley, CA",earthquake,0.25,0.57,0.148,7,reviewed,ci,ci
2019-09-02T16:54:43.310Z,35.8601667,-117.672,10.06,0.59,ml,9,89,0.07502,0.07,ci,ci39036288,2019-09-02T16:58:10.212Z,"23km ESE of Little Lake, CA",earthquake,0.38,0.76,0.204,5,automatic,ci,ci
2019-09-02T16:51:16.210Z,39.1315002,-122.9530029,0.61,1.64,md,5,166,0.1008,0.03,nc,nc73263820,2019-09-02T18:06:03.689Z,"5km SW of Upper Lake, CA",earthquake,0.6,8.77,0.14,5,automatic,nc,nc
2019-09-02T16:49:33.320Z,40.523,-110.9688333,1.36,0.58,md,9,159,0.1588,0.16,uu,uu60338517,2019-09-04T00:21:59.260Z,"28km ESE of Francis, Utah",earthquake,0.91,10.52,0.191,4,reviewed,uu,uu
2019-09-02T16:36:31.820Z,35.6668333,-117.5486667,9.32,1.4,ml,27,52,0.0477,0.15,ci,ci39036264,2019-09-02T16:47:03.520Z,"13km ENE of Ridgecrest, CA",earthquake,0.22,0.5,0.177,23,automatic,ci,ci
2019-09-02T16:34:55.590Z,35.6478333,-117.4703333,3.12,1.07,ml,19,85,0.04172,0.17,ci,ci39036256,2019-09-02T16:38:42.956Z,"15km SSW of Searles Valley, CA",earthquake,0.28,0.33,0.207,13,automatic,ci,ci
2019-09-02T16:12:13.680Z,36.0391667,-117.4875,5.26,1.48,ml,26,53,0.01882,0.18,ci,ci39036232,2019-09-02T16:22:53.100Z,"31km NNW of Searles Valley, CA",earthquake,0.29,0.59,0.155,20,automatic,ci,ci
2019-09-02T16:05:16.080Z,35.8751667,-117.6858333,2.44,0.83,ml,12,81,0.07808,0.12,ci,ci39036224,2019-09-02T16:09:01.730Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.35,0.123,12,automatic,ci,ci
2019-09-02T15:52:38.740Z,33.2295,-116.737,11.12,0.81,ml,34,34,0.01935,0.21,ci,ci39036208,2019-09-02T15:58:27.058Z,"3km ESE of Lake Henshaw, CA",earthquake,0.29,0.81,0.185,23,automatic,ci,ci
2019-09-02T15:35:03.650Z,33.2336667,-116.7351667,9.78,0.79,ml,34,32,0.01991,0.19,ci,ci39036200,2019-09-02T15:38:50.947Z,"3km ESE of Lake Henshaw, CA",earthquake,0.25,0.7,0.173,24,automatic,ci,ci
2019-09-02T15:34:40.390Z,36.0325,-117.7771667,0.71,1.22,ml,18,69,0.01209,0.19,ci,ci39036192,2019-09-02T15:38:21.933Z,"16km E of Coso Junction, CA",earthquake,0.35,0.37,0.13,20,automatic,ci,ci
2019-09-02T15:29:49.200Z,35.8841667,-117.7043333,7.67,1.28,ml,22,83,0.07722,0.12,ci,ci39036184,2019-09-02T15:40:35.630Z,"19km ESE of Little Lake, CA",earthquake,0.24,0.64,0.142,18,automatic,ci,ci
2019-09-02T15:27:57.490Z,35.8956667,-117.7335,7.04,0.75,ml,9,76,0.08526,0.14,ci,ci39036176,2019-09-02T15:31:30.418Z,"16km ESE of Little Lake, CA",earthquake,0.32,1.46,0.196,5,automatic,ci,ci
2019-09-02T15:26:56.890Z,37.5696667,-119.2233333,13.47,1.08,md,13,114,0.1303,0.05,nc,nc73263800,2019-09-03T19:11:02.265Z,"23km WSW of Mammoth Lakes, CA",earthquake,0.55,0.95,0.295,10,reviewed,nc,nc
2019-09-02T15:21:04.090Z,35.636,-117.4743333,2.55,0.98,ml,23,52,0.03926,0.21,ci,ci39036168,2019-09-02T15:24:42.844Z,"16km SSW of Searles Valley, CA",earthquake,0.31,0.39,0.208,12,automatic,ci,ci
2019-09-02T15:19:48.010Z,36.0071667,-117.428,0.64,1.21,ml,18,72,0.07084,0.16,ci,ci39036160,2019-09-02T15:23:27.837Z,"27km N of Searles Valley, CA",earthquake,0.36,0.49,0.075,16,automatic,ci,ci
2019-09-02T15:16:29.600Z,35.4923333,-118.2906667,2.25,1.02,ml,16,76,0.1304,0.15,ci,ci39036144,2019-09-03T15:30:32.078Z,"21km ESE of Bodfish, CA",earthquake,0.26,0.59,0.178,13,reviewed,ci,ci
2019-09-02T15:11:50.380Z,35.7386667,-117.5511667,10.6,0.65,ml,24,53,0.08564,0.15,ci,ci39036128,2019-09-04T21:26:43.681Z,"14km WSW of Searles Valley, CA",earthquake,0.23,0.52,0.159,10,reviewed,ci,ci
2019-09-02T15:06:20.690Z,35.9003333,-117.6803333,2.11,0.84,ml,12,77,0.05333,0.09,ci,ci39036120,2019-09-02T15:10:04.021Z,"21km E of Little Lake, CA",earthquake,0.17,0.29,0.118,12,automatic,ci,ci
2019-09-02T14:59:57.090Z,35.6806667,-117.5043333,10.29,1.53,ml,30,63,0.06747,0.17,ci,ci39036112,2019-09-02T15:10:16.790Z,"13km SW of Searles Valley, CA",earthquake,0.25,0.49,0.144,24,automatic,ci,ci
2019-09-02T14:59:12.570Z,35.7793333,-117.5808333,7.94,1.23,ml,23,129,0.03878,0.16,ci,ci39036104,2019-09-02T15:02:59.859Z,"16km W of Searles Valley, CA",earthquake,0.38,0.62,0.198,16,automatic,ci,ci
2019-09-02T14:46:00.520Z,33.6578333,-117.3363333,5.4,0.73,ml,14,73,0.07533,0.16,ci,ci39036088,2019-09-02T14:49:44.615Z,"1km SW of Lake Elsinore, CA",earthquake,0.34,0.66,0.235,16,automatic,ci,ci
2019-09-02T14:44:48.110Z,35.677,-117.4753333,3.64,1.03,ml,19,106,0.04369,0.18,ci,ci39036080,2019-09-02T14:48:29.602Z,"12km SSW of Searles Valley, CA",earthquake,0.33,0.9,0.135,13,automatic,ci,ci
2019-09-02T14:38:17.550Z,37.5475,-118.986,3.04,0.94,md,12,259,0.07076,0.04,nc,nc73263795,2019-09-03T18:59:03.196Z,"10km S of Mammoth Lakes, CA",earthquake,0.64,1.12,0.301,11,reviewed,nc,nc
2019-09-02T14:26:07.780Z,35.901,-117.4196667,0,0.8,ml,15,114,0.1112,0.14,ci,ci39036048,2019-09-02T14:29:41.476Z,"15km N of Searles Valley, CA",earthquake,0.26,0.58,0.192,10,automatic,ci,ci
2019-09-02T14:25:26.130Z,35.6523333,-117.4581667,1.54,0.8,ml,14,68,0.03084,0.19,ci,ci39036040,2019-09-02T14:28:59.666Z,"14km SSW of Searles Valley, CA",earthquake,0.33,0.58,0.167,9,automatic,ci,ci
2019-09-02T14:24:56.550Z,35.8783333,-117.691,8.72,0.62,ml,14,78,0.07685,0.07,ci,ci39036032,2019-09-02T14:28:32.946Z,"20km ESE of Little Lake, CA",earthquake,0.17,0.46,0.155,8,automatic,ci,ci
2019-09-02T14:23:44.190Z,35.6868333,-117.4788333,1.5,0.63,ml,17,122,0.08775,0.19,ci,ci39036024,2019-09-02T14:27:16.418Z,"11km SW of Searles Valley, CA",earthquake,0.38,0.54,0.068,8,automatic,ci,ci
2019-09-02T14:14:45.810Z,35.786,-117.609,9.89,0.74,ml,12,109,0.03111,0.11,ci,ci39035992,2019-09-02T14:18:28.370Z,"19km W of Searles Valley, CA",earthquake,0.31,0.58,0.051,7,automatic,ci,ci
2019-09-02T14:14:09.410Z,38.8111649,-122.7959976,3.87,0.54,md,8,140,0.003238,0.02,nc,nc73263785,2019-09-02T14:28:03.491Z,"5km NW of The Geysers, CA",earthquake,0.51,0.94,,1,automatic,nc,nc
2019-09-02T14:10:19.793Z,37.2188,-115.008,0,1.4,ml,17,91.66,0.191,0.2118,nn,nn00702062,2019-09-04T19:18:40.833Z,"21km SE of Alamo, Nevada",earthquake,,0,0.77,5,reviewed,nn,nn
2019-09-02T14:08:35.270Z,35.9056667,-117.7305,2.28,0.51,ml,7,124,0.07749,0.09,ci,ci39035968,2019-09-02T14:12:10.329Z,"16km ESE of Little Lake, CA",earthquake,0.28,0.53,0.129,4,automatic,ci,ci
2019-09-02T14:06:14.846Z,38.4412,-117.8727,1.3,1.4,ml,11,123.34,0.531,0.2443,nn,nn00702059,2019-09-04T17:58:33.025Z,"47km S of Gabbs, Nevada",earthquake,,1.4,0.37,10,reviewed,nn,nn
2019-09-02T13:59:37.930Z,35.7216667,-117.5545,6.18,1.3,ml,26,109,0.1001,0.17,ci,ci39035960,2019-09-02T14:09:54.110Z,"14km WSW of Searles Valley, CA",earthquake,0.27,0.83,0.144,18,automatic,ci,ci
2019-09-02T13:53:30.070Z,38.7994995,-122.8223343,3.54,0.56,md,7,92,0.01078,0.03,nc,nc73263775,2019-09-02T16:15:05.132Z,"6km WNW of The Geysers, CA",earthquake,0.69,2.77,,1,automatic,nc,nc
2019-09-02T13:51:39.950Z,38.815834,-122.8278351,2.03,0.83,md,10,87,0.007035,0.03,nc,nc73263770,2019-09-02T15:48:02.982Z,"8km NW of The Geysers, CA",earthquake,0.38,0.69,0.06,2,automatic,nc,nc
2019-09-02T13:49:16.890Z,35.0161667,-118.9326667,19.9,1.3,ml,15,122,0.09393,0.23,ci,ci39035952,2019-09-02T13:53:03.222Z,"8km N of Grapevine, CA",earthquake,0.82,1.26,0.152,19,automatic,ci,ci
2019-09-02T13:48:29.640Z,35.6706667,-117.4791667,0.4,1.74,ml,33,37,0.04552,0.24,ci,ci39035944,2019-09-02T13:52:30.217Z,"13km SSW of Searles Valley, CA",earthquake,0.29,31.61,0.173,26,automatic,ci,ci
2019-09-02T13:47:47.580Z,35.8311667,-117.6853333,4.8,0.9,ml,23,44,0.06847,0.17,ci,ci39035936,2019-09-02T13:51:33.208Z,"23km ESE of Little Lake, CA",earthquake,0.27,0.52,0.184,13,automatic,ci,ci
2019-09-02T13:36:38.440Z,35.663,-117.5233333,7.52,0.8,ml,17,101,0.05532,0.16,ci,ci39035920,2019-09-02T13:40:08.139Z,"15km ENE of Ridgecrest, CA",earthquake,0.42,0.99,0.134,8,automatic,ci,ci
2019-09-02T13:34:44.610Z,35.7995,-117.6268333,7.47,1.03,ml,22,71,0.02882,0.17,ci,ci39035912,2019-09-02T13:38:16.284Z,"20km NNE of Ridgecrest, CA",earthquake,0.3,0.66,0.139,12,automatic,ci,ci
2019-09-02T13:27:31.950Z,46.389,-122.319333333333,8.12,0.85,ml,16,246,,0.16,uw,uw61547696,2019-09-02T18:50:45.430Z,"19km S of Morton, Washington",earthquake,0.77,0.54,0.050698738503353,11,reviewed,uw,uw
2019-09-02T13:23:34.330Z,35.6038333,-117.4,6.4,1.04,ml,25,107,0.05356,0.2,ci,ci39035896,2019-09-02T13:27:14.049Z,"18km S of Trona, CA",earthquake,0.43,0.64,0.194,13,automatic,ci,ci
2019-09-02T13:18:48.210Z,35.6576667,-117.4586667,1.81,1.67,ml,30,44,0.02944,0.17,ci,ci39035888,2019-09-02T13:29:38.000Z,"13km SSW of Searles Valley, CA",earthquake,0.23,0.39,0.107,25,automatic,ci,ci
2019-09-02T13:14:47.760Z,35.766,-117.608,9.52,0.72,ml,8,114,0.05036,0.12,ci,ci39035872,2019-09-02T13:18:25.997Z,"17km NNE of Ridgecrest, CA",earthquake,0.41,0.68,0.175,6,automatic,ci,ci
2019-09-02T13:10:13.110Z,35.8291667,-117.6766667,8.63,0.69,ml,17,72,0.06571,0.22,ci,ci39035864,2019-09-02T13:13:51.212Z,"23km N of Ridgecrest, CA",earthquake,0.4,1.19,0.137,9,automatic,ci,ci
2019-09-02T13:06:13.910Z,35.7718333,-117.7633333,6.12,0.74,ml,15,55,0.03667,0.15,ci,ci39035848,2019-09-02T13:09:52.941Z,"15km NNE of Inyokern, CA",earthquake,0.38,0.63,0.091,10,automatic,ci,ci
2019-09-02T12:52:55.110Z,35.6418333,-117.5305,9.52,2.04,ml,35,36,0.03714,0.15,ci,ci39035832,2019-09-02T13:03:25.800Z,"13km E of Ridgecrest, CA",earthquake,0.21,0.39,0.12,25,automatic,ci,ci
2019-09-02T12:49:21.420Z,36.594,-121.0998333,4.26,0.74,md,8,158,0.05092,0.13,nc,nc73263755,2019-09-03T17:08:03.141Z,"8km NNE of Pinnacles, CA",earthquake,0.86,1.67,0.03,6,reviewed,nc,nc
2019-09-02T12:44:16.030Z,35.5161667,-117.4091667,8.32,0.99,ml,21,61,0.03745,0.17,ci,ci39035824,2019-09-02T12:47:58.803Z,"26km NE of Johannesburg, CA",earthquake,0.36,0.68,0.135,16,automatic,ci,ci
2019-09-02T12:41:56.370Z,35.6586667,-117.4736667,9.89,0.68,ml,14,106,0.04121,0.15,ci,ci39035816,2019-09-02T12:45:43.789Z,"14km SSW of Searles Valley, CA",earthquake,0.43,0.63,0.04,4,automatic,ci,ci
2019-09-02T12:37:28.590Z,35.7908333,-117.6036667,4.65,0.77,ml,13,108,0.02535,0.17,ci,ci39035808,2019-09-02T12:41:06.760Z,"18km W of Searles Valley, CA",earthquake,0.42,0.72,0.117,8,automatic,ci,ci
2019-09-02T12:35:22.900Z,36.1706667,-118.0871667,1.34,1.45,ml,16,87,0.1954,0.19,ci,ci39035800,2019-09-03T15:31:53.088Z,"14km SSW of Olancha, CA",earthquake,0.33,1.46,0.189,21,reviewed,ci,ci
2019-09-02T12:31:53.020Z,34.0216667,-117.1221667,7.54,0.95,ml,42,50,0.01598,0.22,ci,ci39035792,2019-09-02T12:35:34.723Z,"6km SSE of Mentone, CA",earthquake,0.25,0.87,0.172,28,automatic,ci,ci
2019-09-02T12:31:08.100Z,35.8465,-117.6855,6.45,0.81,ml,16,77,0.0748,0.08,ci,ci39035784,2019-09-02T12:34:50.715Z,"22km ESE of Little Lake, CA",earthquake,0.22,0.55,0.141,12,automatic,ci,ci
2019-09-02T12:29:49.920Z,35.8153333,-117.6391667,10.77,0.84,ml,9,109,0.03386,0.16,ci,ci39035776,2019-09-02T12:33:34.708Z,"22km N of Ridgecrest, CA",earthquake,0.67,0.95,0.132,10,automatic,ci,ci
2019-09-02T12:28:01.410Z,33.4911667,-116.4265,15.13,0.53,ml,25,63,0.03216,0.18,ci,ci39035760,2019-09-02T12:31:39.697Z,"22km SSW of La Quinta, CA",earthquake,0.42,0.71,0.076,10,automatic,ci,ci
2019-09-02T12:24:48.760Z,35.6741667,-117.467,9.57,1.46,ml,26,70,0.03641,0.2,ci,ci39035744,2019-09-02T12:28:37.679Z,"12km SSW of Searles Valley, CA",earthquake,0.37,0.65,0.182,23,automatic,ci,ci
2019-09-02T12:19:42.400Z,35.8895,-117.674,12.32,0.93,ml,16,115,0.06135,0.32,ci,ci39035736,2019-09-02T12:23:33.369Z,"22km ESE of Little Lake, CA",earthquake,0.94,1.4,0.193,11,automatic,ci,ci
2019-09-02T12:18:04.720Z,35.658,-117.4591667,2.29,0.9,ml,20,45,0.02976,0.19,ci,ci39035728,2019-09-02T12:21:31.739Z,"13km SSW of Searles Valley, CA",earthquake,0.37,0.48,0.113,11,automatic,ci,ci
2019-09-02T12:15:23.200Z,35.5735,-117.404,2.7,0.93,ml,19,88,0.04918,0.18,ci,ci39035720,2019-09-02T12:19:06.617Z,"21km S of Trona, CA",earthquake,0.34,0.32,0.125,10,automatic,ci,ci
2019-09-02T12:12:58.500Z,35.6718333,-117.5265,11.22,0.83,ml,13,108,0.0606,0.22,ci,ci39035712,2019-09-02T12:16:30.599Z,"15km ENE of Ridgecrest, CA",earthquake,0.52,0.8,0.132,9,automatic,ci,ci
2019-09-02T12:09:39.870Z,35.6535,-117.4656667,1.2,2.1,ml,35,59,0.0361,0.2,ci,ci39035704,2019-09-02T12:20:02.270Z,"14km SSW of Searles Valley, CA",earthquake,0.26,0.47,0.164,26,automatic,ci,ci
2019-09-02T12:05:50.310Z,35.9091667,-117.7028333,1.78,1.03,ml,21,84,0.0575,0.18,ci,ci39035696,2019-09-02T12:09:24.018Z,"19km E of Little Lake, CA",earthquake,0.26,0.39,0.253,13,automatic,ci,ci
2019-09-02T11:59:46.560Z,34.0458333,-117.2283333,12.43,0.68,ml,26,45,0.1329,0.23,ci,ci39035680,2019-09-02T12:03:35.260Z,"3km E of Loma Linda, CA",earthquake,0.34,1.05,0.144,16,automatic,ci,ci
2019-09-02T11:54:20.700Z,35.6748333,-117.466,9.78,1.17,ml,19,107,0.03579,0.18,ci,ci39035672,2019-09-02T11:58:02.563Z,"12km SSW of Searles Valley, CA",earthquake,0.43,0.7,0.133,14,automatic,ci,ci
2019-09-02T11:49:37.770Z,35.768,-117.552,9.5,0.96,ml,15,137,0.06032,0.16,ci,ci39035664,2019-09-02T11:53:22.382Z,"13km W of Searles Valley, CA",earthquake,0.41,0.82,0.133,11,automatic,ci,ci
2019-09-02T11:47:49.220Z,38.784832,-122.4328308,5.92,1.94,md,11,135,0.02392,0.09,nc,nc73263735,2019-09-02T14:51:04.629Z,"11km ESE of Hidden Valley Lake, CA",earthquake,0.59,0.64,0.15,8,automatic,nc,nc
2019-09-02T11:43:10.760Z,35.6816667,-117.569,13.19,0.76,ml,9,135,0.1288,0.17,ci,ci39035656,2019-09-02T11:46:57.189Z,"12km NE of Ridgecrest, CA",earthquake,0.61,1.95,0.058,5,automatic,ci,ci
2019-09-02T11:42:46.330Z,35.7445,-117.5671667,3.17,0.74,ml,18,67,0.07525,0.19,ci,ci39035648,2019-09-02T11:46:30.339Z,"15km W of Searles Valley, CA",earthquake,0.4,0.67,0.061,8,automatic,ci,ci
2019-09-02T11:41:35.340Z,35.8993333,-117.6811667,1.89,0.83,ml,13,73,0.05453,0.22,ci,ci39035640,2019-09-02T11:45:09.590Z,"21km ESE of Little Lake, CA",earthquake,0.4,0.56,0.123,7,automatic,ci,ci
2019-09-02T11:35:44.440Z,35.8163333,-117.6411667,4.43,1.17,ml,25,64,0.03549,0.19,ci,ci39035632,2019-09-02T11:39:21.941Z,"22km N of Ridgecrest, CA",earthquake,0.25,0.49,0.172,14,automatic,ci,ci
2019-09-02T11:34:59.110Z,36.2045,-117.9981667,1.53,0.85,ml,11,222,0.1448,0.12,ci,ci39035624,2019-09-02T11:38:43.776Z,"9km S of Olancha, CA",earthquake,0.85,0.64,0.212,9,automatic,ci,ci
2019-09-02T11:32:03.470Z,35.6261667,-117.4423333,8.61,1.19,ml,27,80,0.04173,0.26,ci,ci39035616,2019-09-02T11:35:48.850Z,"16km SSW of Searles Valley, CA",earthquake,0.46,0.6,0.216,17,automatic,ci,ci
2019-09-02T11:29:57.470Z,33.4946671,-116.4888306,12.86,1.29,ml,14,89,0.07189,0.08,ci,ci39035608,2019-09-02T11:32:11.445Z,"18km ESE of Anza, CA",earthquake,0.59,1,0.305,8,automatic,ci,ci
2019-09-02T11:21:30.260Z,35.8605,-117.6363333,12.09,0.67,ml,9,113,0.05468,0.21,ci,ci39035600,2019-09-02T11:25:17.674Z,"23km WNW of Searles Valley, CA",earthquake,0.9,1.48,0.11,6,automatic,ci,ci
2019-09-02T11:17:48.380Z,35.611,-117.479,6.93,1.06,ml,22,58,0.01591,0.2,ci,ci39035592,2019-09-02T11:21:31.650Z,"18km E of Ridgecrest, CA",earthquake,0.35,0.46,0.123,14,automatic,ci,ci
2019-09-02T11:14:12.150Z,35.8685,-117.6853333,2.22,0.61,ml,10,81,0.08416,0.21,ci,ci39035584,2019-09-02T11:17:45.629Z,"21km ESE of Little Lake, CA",earthquake,0.53,0.81,0.086,6,automatic,ci,ci
2019-09-02T11:13:06.930Z,35.705,-117.4783333,9.65,1.15,ml,22,127,0.05969,0.26,ci,ci39035576,2019-09-02T11:16:40.621Z,"10km SW of Searles Valley, CA",earthquake,0.53,0.9,0.162,15,automatic,ci,ci
2019-09-02T11:09:41.660Z,35.8825,-117.694,8.22,1.18,ml,20,76,0.07425,0.16,ci,ci39035568,2019-09-02T11:13:14.589Z,"20km ESE of Little Lake, CA",earthquake,0.26,0.69,0.211,19,automatic,ci,ci
2019-09-02T11:08:34.620Z,35.9543333,-117.7251667,2.32,1.26,ml,20,43,0.06102,0.15,ci,ci39035560,2019-09-02T11:12:21.094Z,"16km E of Little Lake, CA",earthquake,0.22,0.32,0.236,19,automatic,ci,ci
2019-09-02T10:59:31.450Z,35.7873333,-117.6305,8.34,1.91,ml,31,52,0.03902,0.19,ci,ci39035536,2019-09-02T11:10:32.700Z,"19km NNE of Ridgecrest, CA",earthquake,0.23,0.66,0.151,26,automatic,ci,ci
2019-09-02T10:50:13.910Z,38.8363342,-122.7891693,1.79,0.56,md,6,115,0.002266,0.01,nc,nc73263715,2019-09-02T13:28:02.870Z,"6km WNW of Cobb, CA",earthquake,0.8,1.86,,1,automatic,nc,nc
2019-09-02T10:50:09.700Z,35.669,-117.4655,6.46,0.93,ml,17,105,0.03427,0.2,ci,ci39035520,2019-09-02T10:53:56.417Z,"12km SSW of Searles Valley, CA",earthquake,0.41,0.85,0.103,12,automatic,ci,ci
2019-09-02T10:47:51.170Z,36.3540001,-121.4646683,8.89,1.36,md,5,175,0.04122,0.04,nc,nc73263710,2019-09-02T13:00:03.700Z,"15km WSW of Soledad, CA",earthquake,1.66,1.57,0.35,6,automatic,nc,nc
2019-09-02T10:41:49.270Z,34.2675,-117.5385,10.62,0.89,ml,17,57,0.04762,0.17,ci,ci39035512,2019-09-03T15:32:51.246Z,"4km WNW of Lytle Creek, CA",earthquake,0.34,0.59,0.186,18,reviewed,ci,ci
2019-09-02T10:39:34.360Z,33.5041667,-116.4908333,14.68,0.68,ml,18,93,0.0577,0.22,ci,ci39035504,2019-09-02T10:43:06.219Z,"18km ESE of Anza, CA",earthquake,0.6,1.2,0.181,17,automatic,ci,ci
2019-09-02T10:36:21.600Z,35.6026667,-117.4683333,8.9,0.83,ml,13,100,0.01689,0.12,ci,ci39035496,2019-09-02T10:40:08.390Z,"19km E of Ridgecrest, CA",earthquake,0.39,0.31,0.225,6,automatic,ci,ci
2019-09-02T10:31:59.030Z,34.0163333,-117.1188333,8.57,1.1,ml,41,40,0.01982,0.26,ci,ci39035488,2019-09-02T10:42:20.130Z,"6km SSE of Mentone, CA",earthquake,0.31,0.82,0.19,28,automatic,ci,ci
2019-09-02T10:11:07.370Z,38.8125,-122.8291702,0.66,0.8,md,13,61,0.01128,0.04,nc,nc73263700,2019-09-02T12:07:02.576Z,"7km WNW of The Geysers, CA",earthquake,0.24,0.58,0.08,3,automatic,nc,nc
2019-09-02T10:07:23.630Z,38.8230019,-122.7768326,3,0.56,md,7,161,0.009211,0.01,nc,nc73263695,2019-09-02T11:40:03.393Z,"5km W of Cobb, CA",earthquake,1.62,2.77,,1,automatic,nc,nc
2019-09-02T09:58:26.030Z,35.6435,-117.4755,3.9,1.07,ml,18,63,0.04597,0.15,ci,ci39035448,2019-09-02T10:02:07.619Z,"15km SSW of Searles Valley, CA",earthquake,0.27,0.53,0.2,15,automatic,ci,ci
2019-09-02T09:43:33.860Z,35.7485,-117.5296667,2.82,0.58,ml,10,142,0.08686,0.24,ci,ci39035432,2019-09-02T09:47:13.635Z,"12km W of Searles Valley, CA",earthquake,0.63,0.82,0.051,7,automatic,ci,ci
2019-09-02T09:39:59.620Z,35.3133333,-119.0255,22.57,1.39,ml,29,36,0.07163,0.25,ci,ci39035424,2019-09-03T18:07:19.670Z,"5km S of Bakersfield, CA",earthquake,0.38,0.83,0.149,22,reviewed,ci,ci
2019-09-02T09:32:55.710Z,33.1061667,-116.5135,11.11,0.75,ml,19,51,0.06946,0.16,ci,ci39035416,2019-09-03T17:39:04.356Z,"9km ENE of Julian, CA",earthquake,0.26,0.51,0.08,5,reviewed,ci,ci
2019-09-02T09:32:37.640Z,38.8241653,-122.8043365,2.58,1,md,21,61,0.004547,0.04,nc,nc73263690,2019-09-02T11:12:03.218Z,"7km NW of The Geysers, CA",earthquake,0.27,0.52,0.16,4,automatic,nc,nc
2019-09-02T09:31:22.090Z,36.1668333,-117.8725,7.69,0.71,ml,12,168,0.05118,0.16,ci,ci39035408,2019-09-02T09:35:05.910Z,"15km NNE of Coso Junction, CA",earthquake,0.64,0.76,0.318,5,automatic,ci,ci
2019-09-02T09:26:32.670Z,35.715,-117.4741667,3.55,0.95,ml,9,154,0.142,0.12,ci,ci39035400,2019-09-02T09:30:17.464Z,"9km SW of Searles Valley, CA",earthquake,0.5,2.07,0.151,7,automatic,ci,ci
2019-09-02T09:23:07.700Z,35.8503333,-117.674,6.39,0.81,ml,12,85,0.0711,0.09,ci,ci39035392,2019-09-02T09:26:45.409Z,"23km ESE of Little Lake, CA",earthquake,0.34,0.88,0.149,10,automatic,ci,ci
2019-09-02T09:21:21.260Z,35.8958333,-117.7186667,7.25,1.23,ml,22,62,0.07597,0.12,ci,ci39035384,2019-09-02T09:25:04.339Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.6,0.193,18,automatic,ci,ci
2019-09-02T09:20:20.460Z,35.8966667,-117.7005,4.3,0.65,ml,12,88,0.06534,0.19,ci,ci39035376,2019-09-02T09:23:56.465Z,"19km ESE of Little Lake, CA",earthquake,0.41,0.89,0.239,8,automatic,ci,ci
2019-09-02T09:19:17.070Z,35.7263333,-117.5618333,2.37,0.86,ml,15,111,0.09381,0.17,ci,ci39035368,2019-09-02T09:22:44.316Z,"15km WSW of Searles Valley, CA",earthquake,0.36,0.4,0.078,9,automatic,ci,ci
2019-09-02T09:12:40.020Z,35.5931667,-117.4268333,6.25,2.06,ml,34,47,0.02958,0.17,ci,ci39035352,2019-09-02T09:16:34.276Z,"20km S of Searles Valley, CA",earthquake,0.23,0.46,0.182,26,automatic,ci,ci
2019-09-02T09:06:21.530Z,35.5028333,-118.3893333,3.97,1.41,ml,14,120,0.1739,0.15,ci,ci39035328,2019-09-02T09:09:49.268Z,"13km SE of Bodfish, CA",earthquake,0.36,0.99,0.225,23,automatic,ci,ci
2019-09-02T09:03:27.790Z,33.0678333,-115.5703333,6.53,1.27,ml,21,55,0.03105,0.22,ci,ci39035320,2019-09-02T09:07:03.216Z,"6km NE of Westmorland, CA",earthquake,0.41,0.81,0.174,15,automatic,ci,ci
2019-09-02T08:58:34.030Z,35.7721667,-117.5861667,3.36,0.61,ml,16,113,0.04445,0.16,ci,ci39035312,2019-09-03T19:13:34.861Z,"16km W of Searles Valley, CA",earthquake,0.31,0.64,0.163,4,reviewed,ci,ci
2019-09-02T08:37:53.600Z,35.6956667,-117.542,7.06,0.98,ml,24,118,0.07671,0.18,ci,ci39035296,2019-09-02T08:41:42.060Z,"15km NE of Ridgecrest, CA",earthquake,0.31,0.74,0.124,12,automatic,ci,ci
2019-09-02T08:24:59.400Z,48.4088333333333,-122.803,6.83,2.3,ml,18,58,,0.3,uw,uw61547681,2019-09-02T19:13:03.127Z,"12km NW of Ault Field, Washington",earthquake,0.46,1.96,0.134452075619893,13,reviewed,uw,uw
2019-09-02T08:13:02.660Z,35.6946667,-117.5428333,9.71,0.97,ml,20,100,0.07556,0.15,ci,ci39035272,2019-09-02T08:16:42.646Z,"14km NE of Ridgecrest, CA",earthquake,0.31,0.64,0.198,12,automatic,ci,ci
2019-09-02T08:11:36.180Z,35.6825,-117.5198333,0.82,0.98,ml,22,99,0.07246,0.19,ci,ci39035264,2019-09-02T08:15:14.883Z,"14km SW of Searles Valley, CA",earthquake,0.31,0.53,0.062,13,automatic,ci,ci
