time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-01T21:31:46.890Z,35.9525,-117.4903333,1.17,1.07,ml,22,64,0.09191,0.23,ci,ci39033816,2019-09-01T21:35:30.470Z,"22km NNW of Searles Valley, CA",earthquake,0.38,0.55,0.202,10,automatic,ci,ci
2019-09-01T21:29:05.610Z,33.6641667,-116.6998333,16.23,0.54,ml,18,107,0.04838,0.17,ci,ci39033808,2019-09-01T21:32:50.274Z,"9km SSE of Idyllwild, CA",earthquake,0.49,0.64,0.166,16,automatic,ci,ci
2019-09-01T21:25:35.510Z,35.9881667,-117.669,0.3,1.12,ml,17,52,0.04293,0.11,ci,ci39033800,2019-09-01T21:29:08.427Z,"22km ENE of Little Lake, CA",earthquake,0.21,0.38,0.142,18,automatic,ci,ci
2019-09-01T21:21:50.260Z,35.6905,-117.5353333,5.19,0.96,ml,19,100,0.07364,0.22,ci,ci39033784,2019-09-01T21:25:32.404Z,"15km SW of Searles Valley, CA",earthquake,0.4,0.81,0.169,14,automatic,ci,ci
2019-09-01T21:12:32.000Z,35.5821667,-117.4695,2.87,1.37,ml,19,124,0.0904,0.29,ci,ci39033760,2019-09-01T21:16:13.343Z,"19km ESE of Ridgecrest, CA",earthquake,0.86,1.6,0.21,22,automatic,ci,ci
2019-09-01T21:08:51.120Z,35.7413333,-117.5608333,7.07,1.79,ml,30,56,0.08001,0.19,ci,ci39033752,2019-09-01T21:12:51.323Z,"14km WSW of Searles Valley, CA",earthquake,0.26,0.69,0.204,25,automatic,ci,ci
2019-09-01T21:06:17.790Z,35.7575,-117.5705,11.2,0.62,ml,12,133,0.06213,0.21,ci,ci39033744,2019-09-01T21:09:52.138Z,"15km W of Searles Valley, CA",earthquake,0.57,1.09,0.165,7,automatic,ci,ci
2019-09-01T21:02:32.380Z,35.895,-117.6903333,8.66,1.02,ml,13,87,0.06195,0.18,ci,ci39033728,2019-09-01T21:06:19.173Z,"20km ESE of Little Lake, CA",earthquake,0.46,1.08,0.199,12,automatic,ci,ci
2019-09-01T21:00:50.640Z,38.8261681,-122.8078308,3.08,0.56,md,9,71,0.003277,0.01,nc,nc73263390,2019-09-01T22:49:03.057Z,"7km NW of The Geysers, CA",earthquake,0.43,1.2,,1,automatic,nc,nc
2019-09-01T20:59:55.170Z,45.3625,-121.709333333333,3.2,1.11,ml,7,98,,0.04,uw,uw61547616,2019-09-03T20:08:35.220Z,"21km E of Mount Hood Village, Oregon",earthquake,0.34,0.77,0.366446959683084,6,reviewed,uw,uw
2019-09-01T20:58:23.780Z,44.3358333,-110.5306667,2.77,0.77,md,7,181,0.05468,0.12,uu,uu60338477,2019-09-03T21:17:23.790Z,"27km ESE of Old Faithful Geyser, Wyoming",earthquake,0.84,2.51,0.366,4,reviewed,uu,uu
2019-09-01T20:52:14.640Z,35.893,-117.7203333,7.14,2.06,ml,31,48,0.0789,0.15,ci,ci39033720,2019-09-01T21:03:28.320Z,"18km ESE of Little Lake, CA",earthquake,0.19,0.66,0.2,25,automatic,ci,ci
2019-09-01T20:51:40.740Z,35.892,-117.7203333,7.76,2.01,ml,28,60,0.0796,0.17,ci,ci39033712,2019-09-01T21:02:24.700Z,"18km ESE of Little Lake, CA",earthquake,0.23,0.73,0.184,26,automatic,ci,ci
2019-09-01T20:36:54.250Z,35.7613333,-117.5936667,3.69,0.98,ml,21,109,0.05438,0.2,ci,ci39033680,2019-09-01T20:40:37.359Z,"17km W of Searles Valley, CA",earthquake,0.31,0.93,0.18,12,automatic,ci,ci
2019-09-01T20:27:54.510Z,33.462,-116.568,12.43,0.58,ml,19,78,0.04337,0.18,ci,ci39033664,2019-09-03T15:41:07.039Z,"14km SE of Anza, CA",earthquake,0.35,0.6,0.106,16,reviewed,ci,ci
2019-09-01T20:25:08.130Z,46.1815,-122.321166666667,8.3,0.52,ml,13,90,,0.15,uw,uw61547601,2019-09-03T23:04:13.460Z,"31km NNE of Amboy, Washington",earthquake,0.47,0.72,0.122140535161294,12,reviewed,uw,uw
2019-09-01T20:24:38.670Z,33.46,-116.5646667,11.48,0.83,ml,32,80,0.04671,0.16,ci,ci39033656,2019-09-03T15:41:19.250Z,"15km SE of Anza, CA",earthquake,0.25,0.46,0.148,22,reviewed,ci,ci
2019-09-01T20:06:18.100Z,35.7963333,-117.6198333,3.77,0.95,ml,20,84,0.02654,0.2,ci,ci39033648,2019-09-01T20:09:55.733Z,"20km W of Searles Valley, CA",earthquake,0.3,0.63,0.097,11,automatic,ci,ci
2019-09-01T20:04:48.480Z,35.6233333,-117.4511667,4.88,1.17,ml,21,76,0.03784,0.17,ci,ci39033640,2019-09-01T20:08:33.864Z,"17km SSW of Searles Valley, CA",earthquake,0.27,0.4,0.238,15,automatic,ci,ci
2019-09-01T20:01:47.100Z,36.0488333,-117.493,2.55,1.5,ml,21,60,0.009693,0.13,ci,ci39033632,2019-09-01T20:05:25.850Z,"32km NNW of Searles Valley, CA",earthquake,0.24,0.27,0.148,21,automatic,ci,ci
2019-09-01T19:57:51.410Z,36.0528333,-117.4996667,3.2,1.39,ml,19,69,0.01005,0.17,ci,ci39033616,2019-09-01T20:01:34.569Z,"33km NNW of Searles Valley, CA",earthquake,0.33,0.47,0.183,20,automatic,ci,ci
2019-09-01T19:46:19.780Z,35.703,-117.612,11.09,1.15,ml,23,88,0.08801,0.21,ci,ci39033576,2019-09-01T19:49:59.757Z,"11km NNE of Ridgecrest, CA",earthquake,0.34,0.66,0.146,13,automatic,ci,ci
2019-09-01T19:42:26.510Z,35.8215,-117.6461667,5.24,0.71,ml,8,77,0.03996,0.13,ci,ci39033568,2019-09-01T19:46:10.682Z,"22km N of Ridgecrest, CA",earthquake,0.6,0.98,0.122,7,automatic,ci,ci
2019-09-01T19:39:45.670Z,35.72,-117.5505,5.64,0.69,ml,11,113,0.1029,0.18,ci,ci39033552,2019-09-01T19:43:27.716Z,"14km WSW of Searles Valley, CA",earthquake,0.65,2.44,0.194,8,automatic,ci,ci
2019-09-01T19:35:22.930Z,33.6968333,-116.8073333,16.8,1.31,ml,45,32,0.07472,0.21,ci,ci39033544,2019-09-03T15:42:12.450Z,"10km WSW of Idyllwild, CA",earthquake,0.29,0.51,0.256,26,reviewed,ci,ci
2019-09-01T19:34:38.700Z,38.8014984,-122.7344971,1.88,0.64,md,10,114,0.01687,0.03,nc,nc73263355,2019-09-01T20:30:02.448Z,"2km SSW of Cobb, CA",earthquake,0.45,0.66,0.07,2,automatic,nc,nc
2019-09-01T19:29:50.510Z,35.5486667,-117.5166667,2.97,1.01,ml,19,135,0.05447,0.23,ci,ci39033528,2019-09-01T19:33:33.944Z,"16km ESE of Ridgecrest, CA",earthquake,0.5,0.46,0.097,15,automatic,ci,ci
2019-09-01T19:28:06.160Z,35.7948333,-117.6346667,0.3,0.89,ml,15,70,0.03671,0.24,ci,ci39033520,2019-09-01T19:31:48.642Z,"20km N of Ridgecrest, CA",earthquake,0.38,0.73,0.105,11,automatic,ci,ci
2019-09-01T19:27:42.580Z,35.7103333,-117.562,8.14,0.72,ml,14,102,0.1091,0.15,ci,ci39033512,2019-09-01T19:31:17.285Z,"14km NE of Ridgecrest, CA",earthquake,0.43,1.21,0.055,8,automatic,ci,ci
2019-09-01T19:17:37.550Z,34.0143333,-117.5378333,2.41,1.06,ml,30,49,0.02202,0.22,ci,ci39033488,2019-09-01T19:21:26.727Z,"3km NW of Mira Loma, CA",earthquake,0.3,0.35,0.218,28,automatic,ci,ci
2019-09-01T19:11:08.490Z,35.6751667,-117.5198333,9.94,1.15,ml,21,118,0.06649,0.17,ci,ci39033472,2019-09-01T19:14:38.658Z,"15km SW of Searles Valley, CA",earthquake,0.32,0.66,0.184,17,automatic,ci,ci
2019-09-01T19:00:51.910Z,35.677,-117.5171667,7.63,1.39,ml,29,57,0.06926,0.19,ci,ci39033448,2019-09-01T19:04:33.576Z,"14km SW of Searles Valley, CA",earthquake,0.3,0.72,0.176,21,automatic,ci,ci
2019-09-01T18:59:32.770Z,35.707,-117.5708333,10.65,1.57,ml,29,58,0.08479,0.19,ci,ci39033440,2019-09-01T19:03:24.468Z,"14km NE of Ridgecrest, CA",earthquake,0.25,0.6,0.17,26,automatic,ci,ci
2019-09-01T18:57:40.360Z,38.8166656,-122.8238297,2.82,0.81,md,21,48,0.008837,0.03,nc,nc73263345,2019-09-01T19:29:02.094Z,"7km NW of The Geysers, CA",earthquake,0.22,0.44,0.07,5,automatic,nc,nc
2019-09-01T18:54:01.490Z,33.497,-116.7776667,2.07,0.74,ml,29,40,0.02438,0.21,ci,ci39033424,2019-09-03T15:41:48.255Z,"10km NE of Aguanga, CA",earthquake,0.24,0.35,0.132,22,reviewed,ci,ci
2019-09-01T18:41:21.180Z,35.9053333,-117.7246667,0.97,0.55,ml,13,66,0.07375,0.21,ci,ci39033408,2019-09-01T18:45:00.342Z,"17km ESE of Little Lake, CA",earthquake,0.37,0.84,0.121,8,automatic,ci,ci
2019-09-01T18:36:36.320Z,33.2298333,-116.7258333,12.03,0.69,ml,24,54,0.02827,0.14,ci,ci39033400,2019-09-03T15:42:03.258Z,"4km ESE of Lake Henshaw, CA",earthquake,0.3,0.5,0.176,13,reviewed,ci,ci
2019-09-01T18:33:23.320Z,35.636,-117.4525,6.63,1.23,ml,29,70,0.03735,0.23,ci,ci39033392,2019-09-01T18:44:31.590Z,"15km SSW of Searles Valley, CA",earthquake,0.4,0.6,0.137,18,automatic,ci,ci
2019-09-01T18:31:43.280Z,35.9818333,-117.4021667,0.84,1.34,ml,20,119,0.1036,0.16,ci,ci39033384,2019-09-01T18:35:22.288Z,"24km N of Searles Valley, CA",earthquake,0.38,0.52,0.121,17,automatic,ci,ci
2019-09-01T18:25:46.120Z,35.6046667,-117.4753333,5.05,1.16,ml,21,61,0.01501,0.19,ci,ci39033376,2019-09-04T21:43:37.126Z,"18km E of Ridgecrest, CA",earthquake,0.29,0.4,0.162,14,automatic,ci,ci
2019-09-01T18:16:52.053Z,44.4328,-114.1792,5,2.6,ml,,111,0.886,0.68,us,us70005b0b,2019-09-02T17:14:28.619Z,"9km SSE of Challis, Idaho",earthquake,1.5,1.9,0.052,49,reviewed,us,us
2019-09-01T18:14:25.340Z,35.7016667,-117.5606667,9.87,0.63,ml,14,116,0.07975,0.17,ci,ci39033352,2019-09-01T18:18:10.206Z,"14km NE of Ridgecrest, CA",earthquake,0.43,0.94,0.17,8,automatic,ci,ci
2019-09-01T18:13:38.180Z,33.704,-116.7881667,15.67,0.67,ml,21,67,0.0621,0.18,ci,ci39033344,2019-09-01T18:17:23.889Z,"8km WSW of Idyllwild, CA",earthquake,0.45,0.66,0.113,18,automatic,ci,ci
2019-09-01T18:12:01.030Z,31.5678333,-115.7071667,6.09,2.57,ml,13,125,0.1877,0.12,ci,ci39033336,2019-09-03T22:16:56.278Z,"83km ESE of Maneadero, B.C., MX",earthquake,0.61,1.69,0.157,17,reviewed,ci,ci
2019-09-01T18:06:04.820Z,36.6425,-120.8456667,0.46,1.48,md,15,111,0.04713,0.07,nc,nc73263335,2019-09-05T01:31:02.807Z,"29km ENE of Pinnacles, CA",earthquake,0.47,1.95,0.221,17,reviewed,nc,nc
2019-09-01T17:59:15.570Z,35.6718333,-117.5175,8.31,0.62,ml,16,91,0.06508,0.19,ci,ci39033296,2019-09-01T18:03:02.442Z,"15km SW of Searles Valley, CA",earthquake,0.44,0.98,0.145,8,automatic,ci,ci
2019-09-01T17:58:44.420Z,36.6134,-115.9209,12.5,0.9,ml,38,105.66,0.059,0.214,nn,nn00701939,2019-09-04T21:43:36.596Z,"45km N of Pahrump, Nevada",earthquake,,1.5,0.37,24,reviewed,nn,nn
2019-09-01T17:57:03.520Z,44.4403333,-114.1313333,10.23,2.1,ml,7,128,0.901,0.15,mb,mb80359274,2019-09-01T22:48:27.070Z,"10km SE of Challis, Idaho",earthquake,0.52,1.1,0.262,4,reviewed,mb,mb
2019-09-01T17:48:17.390Z,35.6436667,-117.5975,6.96,1.37,ml,20,81,0.03163,0.19,ci,ci39033288,2019-09-01T17:52:00.013Z,"8km ENE of Ridgecrest, CA",earthquake,0.32,0.67,0.161,21,automatic,ci,ci
2019-09-01T17:44:51.190Z,35.6796667,-117.4721667,1.91,1.28,ml,22,112,0.04206,0.18,ci,ci39033280,2019-09-01T17:48:32.994Z,"12km SSW of Searles Valley, CA",earthquake,0.29,0.4,0.158,18,automatic,ci,ci
2019-09-01T17:40:04.610Z,46.4138333333333,-122.358,12.6,0.51,ml,7,304,,0.09,uw,uw61547586,2019-09-03T23:14:36.620Z,"17km SSW of Morton, Washington",earthquake,0.65,0.75,0.0558454545023502,6,reviewed,uw,uw
2019-09-01T17:37:56.580Z,34.0336667,-117.4855,5.88,0.79,ml,27,51,0.02548,0.21,ci,ci39033264,2019-09-01T17:41:38.220Z,"2km N of Glen Avon, CA",earthquake,0.4,0.79,0.219,25,automatic,ci,ci
2019-09-01T17:30:26.040Z,35.6451667,-117.4495,5,1,ml,18,74,0.02896,0.16,ci,ci39033256,2019-09-01T17:34:06.911Z,"14km SSW of Searles Valley, CA",earthquake,0.28,0.38,0.09,9,automatic,ci,ci
2019-09-01T17:22:16.410Z,38.7836,-118.3848,0,1.3,ml,4,235.95,0.189,0.3606,nn,nn00702474,2019-09-04T21:15:54.254Z,"35km NE of Hawthorne, Nevada",earthquake,,0,0.12,3,reviewed,nn,nn
2019-09-01T17:20:31.870Z,35.683,-117.4126667,5.19,1.09,ml,19,106,0.01997,0.19,ci,ci39033248,2019-09-01T17:24:07.849Z,"9km S of Searles Valley, CA",earthquake,0.38,0.55,0.168,14,automatic,ci,ci
2019-09-01T17:19:54.280Z,35.8245,-117.6595,8.18,0.54,ml,7,96,0.05113,0.11,ci,ci39033240,2019-09-01T17:23:32.848Z,"23km N of Ridgecrest, CA",earthquake,0.39,0.87,0.052,6,automatic,ci,ci
2019-09-01T17:19:23.890Z,35.9863333,-117.6855,7.46,0.67,ml,6,189,0.04778,0.14,ci,ci39033232,2019-09-01T17:23:08.848Z,"21km ENE of Little Lake, CA",earthquake,1.32,1.01,0.185,6,automatic,ci,ci
2019-09-01T17:18:02.480Z,36.075,-117.885,6.44,0.95,ml,8,171,0.049,0.12,ci,ci39033224,2019-09-01T17:21:43.807Z,"7km ENE of Coso Junction, CA",earthquake,0.46,0.83,0.215,9,automatic,ci,ci
2019-09-01T17:11:45.690Z,33.6778333,-116.77,9.18,0.86,ml,37,41,0.0572,0.17,ci,ci39033216,2019-09-03T15:43:18.210Z,"8km SW of Idyllwild, CA",earthquake,0.27,0.46,0.246,28,reviewed,ci,ci
2019-09-01T17:06:24.290Z,37.4323333,-121.7641667,9.02,0.55,md,8,104,0.03397,0.04,nc,nc73263325,2019-09-05T00:44:03.174Z,"9km NE of Alum Rock, CA",earthquake,0.46,0.81,0.214,7,reviewed,nc,nc
2019-09-01T17:04:59.960Z,35.6911667,-117.5368333,4.47,1.46,ml,25,99,0.07381,0.17,ci,ci39033192,2019-09-01T17:16:00.870Z,"15km SW of Searles Valley, CA",earthquake,0.28,0.57,0.126,23,automatic,ci,ci
2019-09-01T17:01:09.524Z,39.7492,-115.7876,15.5,1.5,ml,4,232.31,1.08,0.1999,nn,nn00702471,2019-09-04T20:57:27.025Z,"30km NNE of Eureka, Nevada",earthquake,,5.2,0,1,reviewed,nn,nn
2019-09-01T16:55:25.130Z,33.12,-115.6245,8.19,1.72,ml,34,40,0.03723,0.24,ci,ci39033168,2019-09-01T17:05:56.090Z,"9km N of Westmorland, CA",earthquake,0.33,0.79,0.214,26,automatic,ci,ci
2019-09-01T16:54:33.400Z,35.9133333,-117.729,2.88,0.55,ml,9,101,0.07253,0.13,ci,ci39033160,2019-09-01T16:58:12.406Z,"16km E of Little Lake, CA",earthquake,0.38,31.61,0.251,6,automatic,ci,ci
2019-09-01T16:50:57.160Z,35.8993333,-117.6776667,1.95,0.81,ml,13,75,0.05329,0.13,ci,ci39033152,2019-09-01T16:54:44.605Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.46,0.113,12,automatic,ci,ci
2019-09-01T16:50:34.110Z,33.2288333,-116.7333333,11.69,0.68,ml,26,54,0.02247,0.14,ci,ci39033144,2019-09-01T16:54:19.601Z,"3km ESE of Lake Henshaw, CA",earthquake,0.25,0.48,0.149,13,automatic,ci,ci
2019-09-01T16:42:27.380Z,35.887,-117.6785,10.38,0.73,ml,13,85,0.06492,0.06,ci,ci39033128,2019-09-01T16:46:04.181Z,"21km ESE of Little Lake, CA",earthquake,0.19,0.46,0.098,8,automatic,ci,ci
2019-09-01T16:41:06.875Z,36.8751,-104.8419,5,2.8,ml,,72,0.075,0.68,us,us70005az3,2019-09-01T19:28:47.040Z,"36km W of Raton, New Mexico",earthquake,1.8,1.9,0.045,66,reviewed,us,us
2019-09-01T16:31:33.360Z,35.7913333,-117.636,10.49,0.54,ml,8,99,0.03965,0.17,ci,ci39033096,2019-09-01T16:35:02.452Z,"19km N of Ridgecrest, CA",earthquake,0.49,0.95,0.137,7,automatic,ci,ci
2019-09-01T16:27:21.580Z,34.0168333,-117.1183333,4.72,0.79,ml,19,49,0.09096,0.18,ci,ci39033088,2019-09-03T15:43:21.488Z,"6km SSE of Mentone, CA",earthquake,0.32,0.88,0.187,24,reviewed,ci,ci
2019-09-01T16:17:11.230Z,35.6718333,-117.5403333,2.88,1.08,ml,19,103,0.05493,0.2,ci,ci39033080,2019-09-01T16:20:56.366Z,"14km ENE of Ridgecrest, CA",earthquake,0.35,0.47,0.222,14,automatic,ci,ci
2019-09-01T16:13:43.500Z,33.495,-116.4895,16.26,0.5,ml,12,177,0.06036,0.12,ci,ci39033072,2019-09-01T16:17:20.351Z,"18km ESE of Anza, CA",earthquake,0.96,0.6,0.183,8,automatic,ci,ci
2019-09-01T16:11:47.022Z,37.0257,-117.5144,0,1.5,ml,23,159.59,0.232,0.1155,nn,nn00701921,2019-09-04T20:48:12.357Z,"67km NE of Lone Pine, California",earthquake,,0,0.27,12,reviewed,nn,nn
2019-09-01T16:01:25.740Z,36.0955,-117.8566667,3.87,1.11,ml,15,124,0.02208,0.13,ci,ci39033048,2019-09-03T15:43:53.271Z,"10km NE of Coso Junction, CA",earthquake,0.28,0.44,0.312,16,reviewed,ci,ci
2019-09-01T15:52:35.000Z,35.8231667,-117.6655,4.69,1.21,ml,28,46,0.05575,0.21,ci,ci39033040,2019-09-01T15:56:20.228Z,"22km N of Ridgecrest, CA",earthquake,0.28,0.54,0.129,19,automatic,ci,ci
2019-09-01T15:50:24.670Z,38.8129997,-122.7965012,3.32,0.66,md,5,134,0.005111,0.01,nc,nc73263315,2019-09-01T18:04:02.452Z,"5km NW of The Geysers, CA",earthquake,0.87,1.46,0.09,2,automatic,nc,nc
2019-09-01T15:38:26.720Z,35.6785,-117.5275,4.08,0.54,ml,17,111,0.06574,0.14,ci,ci39033024,2019-09-01T15:42:09.139Z,"15km ENE of Ridgecrest, CA",earthquake,0.33,0.92,0.128,9,automatic,ci,ci
2019-09-01T15:31:15.180Z,35.6731667,-117.4795,4.34,0.58,ml,12,126,0.04615,0.13,ci,ci39033000,2019-09-01T15:34:59.473Z,"12km SSW of Searles Valley, CA",earthquake,0.37,0.78,0.18,7,automatic,ci,ci
2019-09-01T15:27:28.310Z,35.854,-117.7001667,2.52,0.87,ml,17,57,0.06944,0.21,ci,ci39032992,2019-09-01T15:31:12.299Z,"21km ESE of Little Lake, CA",earthquake,0.33,0.46,0.187,14,automatic,ci,ci
2019-09-01T15:23:02.180Z,35.8345,-117.634,8.55,0.94,ml,23,95,0.03507,0.2,ci,ci39032984,2019-09-01T15:26:44.535Z,"22km WNW of Searles Valley, CA",earthquake,0.38,0.65,0.241,13,automatic,ci,ci
2019-09-01T15:12:27.573Z,37.0319,-117.5041,0,1.6,ml,33,118.94,0.231,0.1816,nn,nn00701911,2019-09-04T20:32:47.849Z,"67km WNW of Beatty, Nevada",earthquake,,0,0.27,20,reviewed,nn,nn
2019-09-01T15:04:15.390Z,36.5496674,-121.1399994,5.35,2.1,md,25,92,0.04266,0.09,nc,nc73263305,2019-09-01T17:37:02.293Z,"2km N of Pinnacles, CA",earthquake,0.26,0.71,0.2,22,automatic,nc,nc
2019-09-01T14:59:20.130Z,38.5531667,-112.1948333,6.79,0.85,md,12,96,0.04306,0.12,uu,uu60338447,2019-09-03T21:14:16.250Z,"10km SW of Monroe, Utah",earthquake,0.45,0.92,0.384,5,reviewed,uu,uu
2019-09-01T14:50:39.870Z,38.5376667,-112.1953333,7.85,0.83,md,10,86,0.02903,0.09,uu,uu60338442,2019-09-03T20:54:06.080Z,"12km SSW of Monroe, Utah",earthquake,0.73,0.91,0.382,6,reviewed,uu,uu
2019-09-01T14:47:47.980Z,33.217,-116.3686667,8.49,0.75,ml,29,86,0.06526,0.24,ci,ci39032912,2019-09-01T14:51:29.324Z,"4km S of Borrego Springs, CA",earthquake,0.43,0.89,0.092,15,automatic,ci,ci
2019-09-01T14:46:24.560Z,33.3231667,-116.4031667,6.32,0.81,ml,34,87,0.05606,0.18,ci,ci39032904,2019-09-03T15:44:24.490Z,"8km NNW of Borrego Springs, CA",earthquake,0.3,0.62,0.148,21,reviewed,ci,ci
2019-09-01T14:45:36.750Z,35.9708333,-121.514,1.47,1.61,md,15,226,0.1419,0.1,nc,nc73263290,2019-09-05T00:51:04.215Z,"7km SE of Lopez Point, CA",earthquake,0.51,1.66,0.069,11,reviewed,nc,nc
2019-09-01T14:42:43.630Z,35.5953333,-117.3991667,8.76,1.04,ml,20,101,0.05213,0.21,ci,ci39032896,2019-09-01T14:46:28.294Z,"19km S of Trona, CA",earthquake,0.4,0.72,0.118,12,automatic,ci,ci
2019-09-01T14:40:58.300Z,35.5996667,-117.5946667,3.91,0.77,ml,13,70,0.03053,0.25,ci,ci39032888,2019-09-01T14:44:34.299Z,"8km ESE of Ridgecrest, CA",earthquake,0.44,0.84,0.25,9,automatic,ci,ci
2019-09-01T14:36:41.740Z,48.3961666666667,-122.8185,6.12,2.2,ml,34,45,,0.3,uw,uw61547551,2019-09-01T15:54:49.870Z,"12km WNW of Ault Field, Washington",earthquake,0.41,1.75,0.129290267410186,20,reviewed,uw,uw
2019-09-01T14:32:02.570Z,34.0251667,-117.5316667,2.8,1.02,ml,22,40,0.03225,0.19,ci,ci39032880,2019-09-01T14:35:45.701Z,"4km NNW of Mira Loma, CA",earthquake,0.29,0.38,0.201,29,automatic,ci,ci
2019-09-01T14:26:53.320Z,48.3966666666667,-122.827166666667,3.95,0.98,ml,14,104,,0.36,uw,uw61547546,2019-09-01T15:39:21.230Z,"13km WNW of Ault Field, Washington",earthquake,0.72,6.32,0.0491800848809506,5,reviewed,uw,uw
2019-09-01T14:12:11.140Z,38.7801666,-122.7539978,1.58,1.18,md,15,71,0.01316,0.03,nc,nc73263285,2019-09-01T16:27:03.892Z,"0km NNE of The Geysers, CA",earthquake,0.27,0.39,0.13,5,automatic,nc,nc
2019-09-01T14:11:40.870Z,38.5638333,-112.1928333,7.1,1.35,ml,16,78,0.05287,0.13,uu,uu60338437,2019-09-03T20:40:11.530Z,"9km SW of Monroe, Utah",earthquake,0.44,0.84,0.135,3,reviewed,uu,uu
2019-09-01T14:08:29.440Z,41.5406667,-112.2493333,-2.22,0.71,md,11,122,0.05116,0.17,uu,uu60338432,2019-09-03T21:08:34.450Z,"17km SW of Honeyville, Utah",earthquake,0.49,0.57,0.062,5,reviewed,uu,uu
2019-09-01T14:08:11.810Z,40.2671667,-121.4408333,3.62,2.61,md,13,183,0.13,0.1,nc,nc73263280,2019-09-04T23:30:03.595Z,"15km SE of Mineral, CA",earthquake,0.7,2.3,0.094,20,reviewed,nc,nc
2019-09-01T14:04:39.230Z,38.7781677,-122.7273331,1.88,0.85,md,7,212,0.008917,0.01,nc,nc73263270,2019-09-01T15:45:04.422Z,"2km E of The Geysers, CA",earthquake,1.19,0.61,0.08,2,automatic,nc,nc
2019-09-01T14:04:38.000Z,35.9038333,-117.7443333,7.37,1.01,ml,16,59,0.07491,0.08,ci,ci39032824,2019-09-01T14:08:22.964Z,"15km ESE of Little Lake, CA",earthquake,0.18,0.56,0.225,14,automatic,ci,ci
2019-09-01T14:04:01.090Z,36.1105,-117.882,2.64,0.72,ml,13,145,0.02308,0.07,ci,ci39032816,2019-09-03T22:10:20.766Z,"9km NE of Coso Junction, CA",earthquake,0.27,0.13,0.224,6,reviewed,ci,ci
2019-09-01T14:00:25.200Z,33.1011667,-116.5096667,10.55,0.51,ml,13,77,0.07647,0.15,ci,ci39032800,2019-09-03T15:44:57.054Z,"9km ENE of Julian, CA",earthquake,0.4,0.74,0.106,6,reviewed,ci,ci
2019-09-01T13:54:14.640Z,37.3928,-114.8967,1.1,1.1,ml,7,308.35,0.793,0.33,nn,nn00701907,2019-09-01T14:09:58.294Z,"23km E of Alamo, Nevada",earthquake,,19,,,automatic,nn,nn
2019-09-01T13:53:29.420Z,38.5668333,-112.1951667,7.22,2.26,ml,24,80,0.05622,0.15,uu,uu60338427,2019-09-03T20:38:05.700Z,"9km SW of Monroe, Utah",earthquake,0.35,0.63,0.202,10,reviewed,uu,uu
2019-09-01T13:51:18.060Z,48.399,-122.821666666667,6.36,1.74,ml,22,58,,0.26,uw,uw61547536,2019-09-01T15:29:13.800Z,"12km WNW of Ault Field, Washington",earthquake,0.41,1.8,0.0767537649200775,9,reviewed,uw,uw
2019-09-01T13:49:00.370Z,37.4286667,-121.7638333,9.16,0.78,md,12,102,0.03625,0.04,nc,nc73263265,2019-09-05T00:56:03.253Z,"9km NE of Alum Rock, CA",earthquake,0.38,0.53,0.273,12,reviewed,nc,nc
2019-09-01T13:44:40.810Z,35.8345,-117.6625,4.67,0.82,ml,9,79,0.05603,0.18,ci,ci39032760,2019-09-01T13:48:13.938Z,"24km N of Ridgecrest, CA",earthquake,0.35,0.75,0.116,11,automatic,ci,ci
2019-09-01T13:34:31.920Z,35.8325,-117.662,5.41,0.84,ml,18,76,0.05501,0.2,ci,ci39032744,2019-09-01T13:38:08.788Z,"24km N of Ridgecrest, CA",earthquake,0.33,1.02,0.107,11,automatic,ci,ci
2019-09-01T13:33:34.060Z,37.4041667,-113.7943333,1.17,1.43,md,5,95,0.07609,0.09,uu,uu60018949,2019-09-03T13:38:46.360Z,"19km SSW of Enterprise, Utah",earthquake,0.82,31.61,0.452,4,reviewed,uu,uu
2019-09-01T13:33:09.440Z,38.5658333,-112.1956667,6.81,1.67,ml,15,78,0.05536,0.16,uu,uu60338422,2019-09-03T13:28:26.890Z,"9km SW of Monroe, Utah",earthquake,0.48,1.1,0.257,5,reviewed,uu,uu
2019-09-01T13:33:06.800Z,33.3251667,-116.3525,12.29,0.61,ml,21,108,0.07849,0.26,ci,ci39032728,2019-09-03T15:44:59.379Z,"8km NNE of Borrego Springs, CA",earthquake,0.46,1.04,0.158,11,reviewed,ci,ci
2019-09-01T13:32:06.325Z,36.8638,-104.7906,5,2.8,ml,,94,0.085,0.62,us,us70005awd,2019-09-01T19:23:41.040Z,"31km W of Raton, New Mexico",earthquake,1.9,1.8,0.045,66,reviewed,us,us
2019-09-01T13:31:22.963Z,37.1573,-117.8693,0,0.7,ml,10,229,0.193,0.3031,nn,nn00701906,2019-09-04T20:08:05.275Z,"37km E of Big Pine, California",earthquake,,0,0.86,7,reviewed,nn,nn
2019-09-01T13:26:01.650Z,48.3951666666667,-122.816833333333,5.58,1.39,ml,15,88,,0.3,uw,uw61547531,2019-09-01T15:20:31.620Z,"12km WNW of Ault Field, Washington",earthquake,0.63,2.7,0.0491771298685681,5,reviewed,uw,uw
